"district_type";"district";"party";"rank_list";"name";"birth_year";"beruf";"pref_votes_abs"
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";17
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";11
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";10
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";105;"Hackl, Mag. Mariella";1981;"Rechtsanwältin";1
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";13
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";106;"Patscheider, Paul";1997;"Angestellter, Student";12
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";89
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";85
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";107;"Huber, Eveline";1970;"Angestellte";2
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";35
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";5
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";1
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";29
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";108;"Haßler, Mag. Gerald";1961;"Angestellter";0
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";405
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";2
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";2
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";4
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";2
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";2
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";109;"Yilmaz, Nurten";1957;"Abgeordnete zum Nationalrat";393
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";2
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";110;"Kopelent, David";1999;"Student";1
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";80
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";2
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";75
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";1
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";111;"Knauseder, MSc, Gabriele";1966;"Diplomkrankenschwester";2
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";13
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";1
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";3
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";3
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";112;"Stauber, Bakk., MMag. Oliver";1978;"Rechtsanwalt";6
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";5
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";113;"Jandl, Dorothea Anna";1995;"Studentin";4
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";5
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";114;"Bohmann, Daniel";1984;"Geschäftsführer";5
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";3
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";1
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";115;"Hörmann, Christa";1961;"Angestellte, Frauenvorsitzende";2
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";38
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";1
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";3
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";1
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";116;"Bubak, Mag. Leopold";1959;"Magistratsbeamter, Jurist";33
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";17
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";12
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";117;"Dzananovic, Mag. Amela";1980;"Angestellte";4
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";1
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";118;"Ferlitsch, Dipl.-Ing. (FH) Hans Jürgen";1983;"Unternehmer";0
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";19
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";18
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";119;"Zebenholzer, Manuela";1975;"Qualitäts- und Umweltmanagerin, Bürgermeisterin";1
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";5
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";120;"Glatz, Dr. Harald";1948;"Pensionist";5
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";121;"Katholnig, Sarah";1984;"Angestellte";17
